path,split,no_gain_candidate,causeless,uniform_fallen,uniform_lie_down,group,labels_16,n_labels,frames,total_frames,pred_fall,pred_fallen,pred_normal
lie_down/lie_down_ch_036,train,False,False,False,False,-,lie_down+lying,2,lie_down:36/lying:45,81,,,
lie_down/lie_down_ch_037,train,False,False,False,False,-,lie_down+lying,2,lie_down:27/lying:54,81,,,
lie_down/lie_down_ch_038,train,False,False,False,False,-,lie_down+lying,2,lie_down:29/lying:52,81,,,
lie_down/lie_down_ch_039,train,True,False,False,True,uniform_lie_down,lie_down,1,lie_down:81,81,,,
lie_down/lie_down_ch_040,train,False,False,False,False,-,lie_down+lying,2,lie_down:11/lying:70,81,,,
lie_down/lie_down_ch_041,val,False,False,False,False,-,lie_down+lying,2,lie_down:44/lying:37,81,,,
lie_down/lie_down_ch_042,test,False,False,False,False,-,lie_down+lying,2,lie_down:34/lying:47,81,0.0,0.0,80.0
lie_down/lie_down_ch_043,test,False,False,False,False,-,lie_down+lying,2,lie_down:31/lying:50,81,12.0,0.0,68.0
lie_down/lie_down_ch_044,train,False,False,False,False,-,lie_down+lying,2,lie_down:23/lying:58,81,,,
lie_down/lie_down_ch_045,test,False,False,False,False,-,lie_down+lying,2,lie_down:19/lying:62,81,0.0,0.0,80.0
lie_down/lie_down_ch_046,train,False,False,False,False,-,lie_down+lying,2,lie_down:23/lying:58,81,,,
lie_down/lie_down_ch_047,train,False,False,False,False,-,lie_down+lying,2,lie_down:34/lying:47,81,,,
lie_down/lie_down_ch_048,train,False,False,False,False,-,lie_down+lying,2,lie_down:47/lying:34,81,,,
lie_down/lie_down_ch_049,train,False,False,False,False,-,lie_down+lying,2,lie_down:52/lying:29,81,,,
lie_down/lie_down_ch_050,val,False,False,False,False,-,lie_down+lying,2,lie_down:42/lying:39,81,,,
lie_down/lie_down_ch_051,train,False,False,False,False,-,lie_down+lying,2,lie_down:23/lying:58,81,,,
lie_down/lie_down_ch_052,train,False,False,False,False,-,lie_down+lying,2,lie_down:77/lying:4,81,,,
lie_down/lie_down_ch_053,train,False,False,False,False,-,lie_down+lying,2,lie_down:26/lying:55,81,,,
lie_down/lie_down_ch_054,train,False,False,False,False,-,lie_down+lying,2,lie_down:52/lying:29,81,,,
lie_down/lie_down_ch_055,train,False,False,False,False,-,lie_down+lying,2,lie_down:29/lying:52,81,,,
lie_down/lie_down_ch_056,train,False,False,False,False,-,lie_down+lying,2,lie_down:42/lying:39,81,,,
lie_down/lie_down_ch_057,train,False,False,False,False,-,lie_down+lying,2,lie_down:24/lying:57,81,,,
lie_down/lie_down_ch_058,train,False,False,False,False,-,lie_down+lying,2,lie_down:23/lying:58,81,,,
lie_down/lie_down_ch_059,train,False,False,False,False,-,lie_down+lying,2,lie_down:55/lying:26,81,,,
lie_down/lie_down_ch_060,train,False,False,False,False,-,lie_down+lying,2,lie_down:65/lying:16,81,,,
lie_down/lie_down_ch_061,train,False,False,False,False,-,lie_down+lying,2,lie_down:60/lying:21,81,,,
lie_down/lie_down_ch_062,train,False,False,False,False,-,lie_down+kneeling,2,lie_down:61/kneeling:20,81,,,
lie_down/lie_down_ch_063,train,True,False,False,True,uniform_lie_down,lie_down,1,lie_down:81,81,,,
lie_down/lie_down_ch_064,val,False,False,False,False,-,sit_down+lie_down+lying,3,sit_down:14/lie_down:31/lying:36,81,,,
lie_down/lie_down_ch_065,train,False,False,False,False,-,sitting+lie_down+lying,3,sitting:19/lie_down:43/lying:19,81,,,
lie_down/lie_down_ch_066,train,True,False,False,True,uniform_lie_down,lie_down,1,lie_down:81,81,,,
lie_down/lie_down_ch_067,train,False,False,False,False,-,lie_down+lying,2,lie_down:53/lying:28,81,,,
lie_down/lie_down_ch_068,train,False,False,False,False,-,lie_down+lying,2,lie_down:25/lying:56,81,,,
lie_down/lie_down_ch_069,train,False,False,False,False,-,lie_down+lying,2,lie_down:74/lying:7,81,,,
lie_down/lie_down_ch_070,train,False,False,False,False,-,lie_down+lying,2,lie_down:39/lying:42,81,,,
lie_down/lie_down_ch_071,train,False,False,False,False,-,sit_down+lie_down+lying,3,sit_down:34/lie_down:31/lying:16,81,,,
lie_down/lie_down_ch_072,test,False,False,False,False,-,lie_down+lying,2,lie_down:29/lying:52,81,0.0,0.0,80.0
lie_down/lie_down_ch_073,train,False,False,False,False,-,lie_down+lying,2,lie_down:22/lying:59,81,,,
lie_down/lie_down_ch_074,val,False,False,False,False,-,lie_down+lying,2,lie_down:33/lying:48,81,,,
lie_down/lie_down_ch_075,train,False,False,False,False,-,lie_down+lying,2,lie_down:30/lying:51,81,,,
lie_down/lie_down_ch_076,train,False,False,False,False,-,sit_down+sitting+lie_down+lying,4,sit_down:29/sitting:16/lie_down:23/lying:13,81,,,
lie_down/lie_down_ch_077,train,False,False,False,False,-,lie_down+lying,2,lie_down:47/lying:34,81,,,
lie_down/lie_down_ch_078,train,False,False,False,False,-,lie_down+lying,2,lie_down:57/lying:24,81,,,
lie_down/lie_down_ch_079,train,False,False,False,False,-,lie_down+lying,2,lie_down:43/lying:38,81,,,
lie_down/lie_down_ch_080,train,False,False,False,False,-,lie_down+lying,2,lie_down:23/lying:58,81,,,
lie_down/lie_down_ch_081,train,False,False,False,False,-,lie_down+lying,2,lie_down:48/lying:33,81,,,
lie_down/lie_down_ch_082,val,False,False,False,False,-,lie_down+lying,2,lie_down:23/lying:58,81,,,
lie_down/lie_down_ch_083,train,False,False,False,False,-,lie_down+lying,2,lie_down:28/lying:53,81,,,
lie_down/lie_down_ch_084,train,False,False,False,False,-,lie_down+lying,2,lie_down:38/lying:43,81,,,
lie_down/lie_down_ch_085,train,False,False,False,False,-,lie_down+lying,2,lie_down:54/lying:27,81,,,
lie_down/lie_down_ch_086,test,False,False,False,False,-,lie_down+lying,2,lie_down:43/lying:38,81,0.0,0.0,80.0
lie_down/lie_down_ch_087,train,False,False,False,False,-,lie_down+lying,2,lie_down:37/lying:44,81,,,
lie_down/lie_down_ch_088,train,False,False,False,False,-,lie_down+lying,2,lie_down:20/lying:61,81,,,
lie_down/lie_down_ch_089,train,False,False,False,False,-,lie_down+lying,2,lie_down:12/lying:69,81,,,
lie_down/lie_down_ch_090,train,True,False,False,True,uniform_lie_down,lie_down,1,lie_down:81,81,,,
lie_down/lie_down_ch_091,train,False,False,False,False,-,lie_down+lying+crawl,3,lie_down:47/lying:8/crawl:26,81,,,
lie_down/lie_down_ch_092,train,False,False,False,False,-,lie_down+lying+stand_up,3,lie_down:23/lying:39/stand_up:19,81,,,
lie_down/lie_down_ch_093,test,False,False,False,False,-,lie_down+lying,2,lie_down:37/lying:44,81,0.0,0.0,80.0
lie_down/lie_down_ch_094,train,False,False,False,False,-,lie_down+lying,2,lie_down:38/lying:43,81,,,
lie_down/lie_down_ch_095,train,False,False,False,False,-,sit_down+lie_down+lying,3,sit_down:48/lie_down:18/lying:15,81,,,
lie_down/lie_down_ch_096,train,False,False,False,False,-,lie_down+lying,2,lie_down:60/lying:21,81,,,
lie_down/lie_down_ch_097,test,False,False,False,False,-,lie_down+lying,2,lie_down:23/lying:58,81,14.0,3.0,63.0
lie_down/lie_down_ch_098,train,False,False,False,False,-,lie_down+lying,2,lie_down:33/lying:48,81,,,
lie_down/lie_down_ch_099,train,False,False,False,False,-,lie_down+lying,2,lie_down:19/lying:62,81,,,
lie_down/lie_down_ch_100,train,False,False,False,False,-,sit_down+lie_down+lying,3,sit_down:34/lie_down:35/lying:12,81,,,
lie_down/lie_down_ch_101,val,False,False,False,False,-,lie_down+lying,2,lie_down:19/lying:62,81,,,
lie_down/lie_down_ch_102,train,False,False,False,False,-,lie_down+lying,2,lie_down:51/lying:30,81,,,
lie_down/lie_down_ch_103,train,False,False,False,False,-,lie_down+lying,2,lie_down:38/lying:43,81,,,
lie_down/lie_down_ch_104,test,False,False,False,False,-,lie_down+lying,2,lie_down:55/lying:26,81,0.0,0.0,80.0
lie_down/lie_down_ch_105,test,False,False,False,False,-,lie_down+lying,2,lie_down:30/lying:51,81,14.0,0.0,66.0
lie_down/lie_down_ch_106,train,False,False,False,False,-,lie_down+lying,2,lie_down:51/lying:30,81,,,
lie_down/lie_down_ch_107,test,False,False,False,False,-,sit_down+lie_down+lying,3,sit_down:19/lie_down:44/lying:18,81,0.0,0.0,80.0
lie_down/lie_down_ch_108,val,False,False,False,False,-,lie_down+lying,2,lie_down:32/lying:49,81,,,
lie_down/lie_down_ch_109,train,False,False,False,False,-,lie_down+lying,2,lie_down:48/lying:33,81,,,
lie_down/lie_down_ch_110,train,False,False,False,False,-,lie_down+lying,2,lie_down:14/lying:67,81,,,
lie_down/lie_down_ch_111,train,False,False,False,False,-,lie_down+lying,2,lie_down:66/lying:15,81,,,
lie_down/lie_down_ch_112,train,False,False,False,False,-,lie_down+lying,2,lie_down:22/lying:59,81,,,
lie_down/lie_down_ch_113,train,False,False,False,False,-,lie_down+lying,2,lie_down:47/lying:34,81,,,
lie_down/lie_down_ch_114,val,False,False,False,False,-,lie_down+lying,2,lie_down:27/lying:54,81,,,
lie_down/lie_down_ch_115,train,False,False,False,False,-,lie_down+lying,2,lie_down:12/lying:69,81,,,
lie_down/lie_down_ch_116,train,False,False,False,False,-,lie_down+lying,2,lie_down:27/lying:54,81,,,
lie_down/lie_down_ch_117,train,False,False,False,False,-,lie_down+lying,2,lie_down:39/lying:42,81,,,
lie_down/lie_down_ch_118,train,False,False,False,False,-,lie_down+lying,2,lie_down:56/lying:25,81,,,
lie_down/lie_down_ch_119,train,True,False,False,True,uniform_lie_down,lie_down,1,lie_down:81,81,,,
lie_down/lie_down_ch_120,train,False,False,False,False,-,lie_down+lying,2,lie_down:61/lying:20,81,,,
lie_down/lie_down_ch_121,train,False,False,False,False,-,lie_down+lying,2,lie_down:51/lying:30,81,,,
lie_down/lie_down_ch_122,train,False,False,False,False,-,lie_down+lying,2,lie_down:40/lying:41,81,,,
lie_down/lie_down_ch_123,test,False,False,False,False,-,lie_down+lying,2,lie_down:28/lying:53,81,9.0,0.0,71.0
lie_down/lie_down_ch_124,train,False,False,False,False,-,lie_down+lying,2,lie_down:42/lying:39,81,,,
lie_down/lie_down_ch_125,train,False,False,False,False,-,lie_down+lying,2,lie_down:64/lying:17,81,,,
lie_down/lie_down_ch_126,train,False,False,False,False,-,lie_down+lying,2,lie_down:37/lying:44,81,,,
lie_down/lie_down_ch_127,val,False,False,False,False,-,lie_down+lying+standing,3,lie_down:54/lying:14/standing:13,81,,,
lie_down/lie_down_ch_128,val,False,False,False,False,-,lie_down+lying,2,lie_down:64/lying:17,81,,,
lie_down/lie_down_ch_129,train,True,False,False,True,uniform_lie_down,lie_down,1,lie_down:81,81,,,
lie_down/lie_down_ch_130,test,False,False,False,False,-,lie_down+lying,2,lie_down:15/lying:66,81,0.0,0.0,80.0
lie_down/lie_down_ch_131,train,False,False,False,False,-,lie_down+lying,2,lie_down:34/lying:47,81,,,
lie_down/lie_down_ch_132,val,False,False,False,False,-,lie_down+lying+standing,3,lie_down:52/lying:20/standing:9,81,,,
lie_down/lie_down_ch_133,test,False,False,False,False,-,lie_down+lying,2,lie_down:23/lying:58,81,0.0,0.0,80.0
lie_down/lie_down_ch_134,train,False,False,False,False,-,lie_down+lying,2,lie_down:29/lying:52,81,,,
lie_down/lie_down_ch_135,train,False,False,False,False,-,lie_down+lying,2,lie_down:56/lying:25,81,,,
lie_down/lie_down_ch_136,val,False,False,False,False,-,lie_down+lying,2,lie_down:22/lying:59,81,,,
lie_down/lie_down_ch_137,test,False,False,False,False,-,lie_down+lying,2,lie_down:74/lying:7,81,0.0,0.0,80.0
lie_down/lie_down_ch_138,train,False,False,False,False,-,lie_down+lying,2,lie_down:71/lying:10,81,,,
lie_down/lie_down_ch_139,val,False,False,False,False,-,lie_down+lying,2,lie_down:69/lying:12,81,,,
lie_down/lie_down_ch_140,train,False,False,False,False,-,lie_down+lying,2,lie_down:34/lying:47,81,,,
lie_down/lie_down_ch_141,train,True,False,False,True,uniform_lie_down,lie_down,1,lie_down:81,81,,,
lie_down/lie_down_ch_142,train,False,False,False,False,-,lie_down+lying,2,lie_down:58/lying:23,81,,,
lie_down/lie_down_ch_143,train,False,False,False,False,-,lie_down+lying+stand_up,3,lie_down:53/lying:9/stand_up:19,81,,,
lie_down/lie_down_ch_144,train,False,False,False,False,-,lie_down+lying,2,lie_down:34/lying:47,81,,,
lie_down/lie_down_ch_145,train,True,False,False,True,uniform_lie_down,lie_down,1,lie_down:81,81,,,
lie_down/lie_down_ch_146,train,False,False,False,False,-,lie_down+lying,2,lie_down:59/lying:22,81,,,
lie_down/lie_down_ch_147,test,False,False,False,False,-,lie_down+lying,2,lie_down:31/lying:50,81,0.0,0.0,80.0
lie_down/lie_down_ch_148,test,True,False,False,True,uniform_lie_down,lie_down,1,lie_down:81,81,0.0,0.0,80.0
lie_down/lie_down_ch_149,train,False,False,False,False,-,lie_down+lying,2,lie_down:42/lying:39,81,,,
lie_down/lie_down_ch_150,val,False,False,False,False,-,lie_down+lying,2,lie_down:49/lying:32,81,,,
lie_down/lie_down_ch_151,train,False,False,False,False,-,lie_down+lying,2,lie_down:38/lying:43,81,,,
lie_down/lie_down_ch_152,train,False,False,False,False,-,lie_down+lying,2,lie_down:23/lying:58,81,,,
lie_down/lie_down_ch_153,train,False,False,False,False,-,sitting+lie_down+lying,3,sitting:15/lie_down:40/lying:26,81,,,
lie_down/lie_down_ch_154,train,True,True,False,False,causeless_lying,lying,1,lying:81,81,,,
lie_down/lie_down_ch_155,train,True,False,False,True,uniform_lie_down,lie_down,1,lie_down:81,81,,,
lie_down/lie_down_ch_156,train,False,False,False,False,-,lie_down+lying,2,lie_down:36/lying:45,81,,,
lie_down/lie_down_ch_157,train,False,False,False,False,-,lie_down+lying,2,lie_down:38/lying:43,81,,,
lie_down/lie_down_ch_158,train,False,False,False,False,-,lie_down+lying,2,lie_down:49/lying:32,81,,,
lie_down/lie_down_ch_159,train,False,False,False,False,-,lie_down+lying,2,lie_down:5/lying:76,81,,,
lie_down/lie_down_ch_160,train,False,False,False,False,-,lie_down+lying,2,lie_down:48/lying:33,81,,,
lie_down/lie_down_ch_161,train,False,False,False,False,-,lie_down+lying,2,lie_down:37/lying:44,81,,,
lie_down/lie_down_ch_162,train,False,False,False,False,-,lie_down+lying,2,lie_down:57/lying:24,81,,,
lie_down/lie_down_ch_163,train,False,False,False,False,-,lie_down+lying,2,lie_down:15/lying:66,81,,,
lie_down/lie_down_ch_164,train,False,False,False,False,-,lie_down+lying,2,lie_down:47/lying:34,81,,,
lie_down/lie_down_ch_165,test,False,False,False,False,-,lie_down+lying,2,lie_down:27/lying:54,81,0.0,0.0,80.0
lie_down/lie_down_ch_166,train,False,False,False,False,-,lie_down+lying,2,lie_down:31/lying:50,81,,,
lie_down/lie_down_ch_167,train,False,False,False,False,-,sit_down+sitting+lie_down+lying,4,sit_down:11/sitting:13/lie_down:43/lying:14,81,,,
lie_down/lie_down_ch_168,train,False,False,False,False,-,lie_down+lying,2,lie_down:31/lying:50,81,,,
lie_down/lie_down_ch_169,train,False,False,False,False,-,sit_down+lie_down+lying,3,sit_down:24/lie_down:31/lying:26,81,,,
lie_down/lie_down_ch_170,train,True,False,False,True,uniform_lie_down,lie_down,1,lie_down:81,81,,,
lie_down/lie_down_ch_171,train,False,False,False,False,-,lie_down+lying,2,lie_down:35/lying:46,81,,,
lie_down/lie_down_ch_172,train,False,False,False,False,-,lie_down+lying,2,lie_down:71/lying:10,81,,,
lie_down/lie_down_ch_173,train,False,False,False,False,-,lie_down+lying+kneel_down,3,lie_down:34/lying:23/kneel_down:24,81,,,
lie_down/lie_down_ch_174,test,False,False,False,False,-,lie_down+lying,2,lie_down:50/lying:31,81,33.0,0.0,47.0
lie_down/lie_down_ch_175,train,False,False,False,False,-,fall+fallen,2,fall:61/fallen:20,81,,,
lie_down/lie_down_ch_176,train,False,False,False,False,-,lie_down+lying,2,lie_down:38/lying:43,81,,,
lie_down/lie_down_ch_177,train,False,False,False,False,-,lie_down+lying,2,lie_down:20/lying:61,81,,,
lie_down/lie_down_ch_178,train,False,False,False,False,-,lie_down+lying+standing,3,lie_down:47/lying:18/standing:16,81,,,
lie_down/lie_down_ch_179,val,False,False,False,False,-,lie_down+lying,2,lie_down:21/lying:60,81,,,
lie_down/lie_down_ch_180,test,False,False,False,False,-,lie_down+lying,2,lie_down:36/lying:45,81,0.0,0.0,80.0
lie_down/lie_down_ch_181,val,False,False,False,False,-,sit_down+lie_down+lying,3,sit_down:39/lie_down:24/lying:18,81,,,
lie_down/lie_down_ch_182,train,False,False,False,False,-,lie_down+lying+stand_up,3,lie_down:19/lying:50/stand_up:12,81,,,
lie_down/lie_down_ch_183,train,False,False,False,False,-,lie_down+lying,2,lie_down:69/lying:12,81,,,
lie_down/lie_down_ch_184,train,False,False,False,False,-,walk+sitting+lie_down+lying,4,walk:15/sitting:22/lie_down:30/lying:14,81,,,
lie_down/lie_down_ch_185,test,False,False,False,False,-,sit_down+lie_down+lying,3,sit_down:15/lie_down:43/lying:23,81,0.0,0.0,80.0
lie_down/lie_down_ch_186,train,False,False,False,False,-,lie_down+lying,2,lie_down:24/lying:57,81,,,
lie_down/lie_down_ch_187,train,False,False,False,False,-,lie_down+lying,2,lie_down:63/lying:18,81,,,
lie_down/lie_down_ch_188,val,False,False,False,False,-,lie_down+lying,2,lie_down:63/lying:18,81,,,
lie_down/lie_down_ch_189,val,False,False,False,False,-,lie_down+lying,2,lie_down:27/lying:54,81,,,
lie_down/lie_down_ch_190,val,True,True,False,False,causeless_lying,lying,1,lying:81,81,,,
lie_down/lie_down_ch_191,train,False,False,False,False,-,lie_down+lying,2,lie_down:45/lying:36,81,,,
lie_down/lie_down_ch_192,test,False,False,False,False,-,lie_down+lying,2,lie_down:62/lying:19,81,4.0,0.0,76.0
lie_down/lie_down_ch_193,train,False,False,False,False,-,lie_down+lying,2,lie_down:38/lying:43,81,,,
lie_down/lie_down_ch_194,train,False,False,False,False,-,lie_down+lying,2,lie_down:43/lying:38,81,,,
lie_down/lie_down_ch_195,test,False,False,False,False,-,sit_down+lie_down+lying,3,sit_down:17/lie_down:29/lying:35,81,0.0,0.0,80.0
lie_down/lie_down_ch_196,train,False,False,False,False,-,lie_down+lying,2,lie_down:47/lying:34,81,,,
lie_down/lie_down_ch_197,train,False,False,False,False,-,lie_down+lying,2,lie_down:71/lying:10,81,,,
lie_down/lie_down_ch_198,train,True,False,False,True,uniform_lie_down,lie_down,1,lie_down:81,81,,,
lie_down/lie_down_ch_199,train,True,False,False,True,uniform_lie_down,lie_down,1,lie_down:81,81,,,
lie_down/lie_down_ch_200,train,False,False,False,False,-,lie_down+lying,2,lie_down:20/lying:61,81,,,
lie_down/lie_down_el_001,val,False,False,False,False,-,lie_down+lying,2,lie_down:50/lying:31,81,,,
lie_down/lie_down_el_002,train,False,False,False,False,-,lie_down+lying,2,lie_down:53/lying:28,81,,,
lie_down/lie_down_el_003,train,False,False,False,False,-,sitting+lie_down,2,sitting:22/lie_down:59,81,,,
lie_down/lie_down_el_004,train,False,False,False,False,-,lie_down+lying,2,lie_down:40/lying:41,81,,,
lie_down/lie_down_el_005,train,False,False,False,False,-,lie_down+lying,2,lie_down:51/lying:30,81,,,
lie_down/lie_down_el_006,train,True,False,False,True,uniform_lie_down,lie_down,1,lie_down:81,81,,,
lie_down/lie_down_el_007,train,False,False,False,False,-,lie_down+lying,2,lie_down:39/lying:42,81,,,
lie_down/lie_down_el_008,test,False,False,False,False,-,sitting+lie_down,2,sitting:14/lie_down:67,81,0.0,0.0,80.0
lie_down/lie_down_el_009,test,False,False,False,False,-,sit_down+sitting,2,sit_down:30/sitting:51,81,11.0,0.0,69.0
lie_down/lie_down_el_010,train,False,False,False,False,-,lie_down+lying,2,lie_down:37/lying:44,81,,,
lie_down/lie_down_el_011,val,False,False,False,False,-,lie_down+lying,2,lie_down:67/lying:14,81,,,
lie_down/lie_down_el_012,train,True,False,False,True,uniform_lie_down,lie_down,1,lie_down:81,81,,,
lie_down/lie_down_el_013,train,True,False,False,True,uniform_lie_down,lie_down,1,lie_down:81,81,,,
lie_down/lie_down_el_014,train,False,False,False,False,-,lie_down+lying,2,lie_down:29/lying:52,81,,,
lie_down/lie_down_el_015,train,False,False,False,False,-,lie_down+lying,2,lie_down:53/lying:28,81,,,
lie_down/lie_down_el_016,test,False,False,False,False,-,lie_down+lying,2,lie_down:66/lying:15,81,15.0,0.0,65.0
lie_down/lie_down_el_017,val,False,False,False,False,-,sit_down+lie_down,2,sit_down:33/lie_down:48,81,,,
lie_down/lie_down_el_018,train,True,False,False,True,uniform_lie_down,lie_down,1,lie_down:81,81,,,
lie_down/lie_down_el_019,train,False,False,False,False,-,lie_down+lying,2,lie_down:69/lying:12,81,,,
lie_down/lie_down_el_020,train,True,False,False,True,uniform_lie_down,lie_down,1,lie_down:81,81,,,
lie_down/lie_down_el_021,train,False,False,False,False,-,lie_down+lying,2,lie_down:47/lying:34,81,,,
lie_down/lie_down_el_022,test,False,False,False,False,-,lie_down+lying,2,lie_down:43/lying:38,81,0.0,0.0,80.0
lie_down/lie_down_el_023,train,True,False,False,True,uniform_lie_down,lie_down,1,lie_down:81,81,,,
lie_down/lie_down_el_024,train,False,False,False,False,-,sit_down+lie_down+lying,3,sit_down:30/lie_down:36/lying:15,81,,,
lie_down/lie_down_el_025,train,False,False,False,False,-,lie_down+lying,2,lie_down:44/lying:37,81,,,
lie_down/lie_down_el_026,train,True,False,False,True,uniform_lie_down,lie_down,1,lie_down:81,81,,,
lie_down/lie_down_el_027,val,False,False,False,False,-,sitting+lie_down,2,sitting:31/lie_down:50,81,,,
lie_down/lie_down_el_028,train,False,False,False,False,-,sitting+lie_down,2,sitting:39/lie_down:42,81,,,
lie_down/lie_down_el_029,train,True,False,False,True,uniform_lie_down,lie_down,1,lie_down:81,81,,,
lie_down/lie_down_el_030,train,False,False,False,False,-,sitting+lie_down,2,sitting:17/lie_down:64,81,,,
lie_down/lie_down_el_031,train,False,False,False,False,-,lie_down+lying,2,lie_down:52/lying:29,81,,,
lie_down/lie_down_el_032,train,False,False,False,False,-,lie_down+lying,2,lie_down:46/lying:35,81,,,
lie_down/lie_down_el_033,train,False,False,False,False,-,lie_down+lying+stand_up,3,lie_down:41/lying:30/stand_up:10,81,,,
lie_down/lie_down_el_034,train,False,False,False,False,-,lie_down+lying,2,lie_down:47/lying:34,81,,,
lie_down/lie_down_el_035,test,False,False,False,False,-,lie_down+lying,2,lie_down:56/lying:25,81,0.0,0.0,80.0
lie_down/lie_down_el_036,train,False,False,False,False,-,sit_down+lie_down,2,sit_down:47/lie_down:34,81,,,
lie_down/lie_down_el_037,train,True,False,False,True,uniform_lie_down,lie_down,1,lie_down:81,81,,,
lie_down/lie_down_el_038,train,False,False,False,False,-,lie_down+lying,2,lie_down:25/lying:56,81,,,
lie_down/lie_down_el_039,train,False,False,False,False,-,lie_down+lying,2,lie_down:55/lying:26,81,,,
lie_down/lie_down_el_040,train,False,False,False,False,-,lie_down+lying,2,lie_down:27/lying:54,81,,,
lie_down/lie_down_el_041,train,False,False,False,False,-,lie_down+lying,2,lie_down:48/lying:33,81,,,
lie_down/lie_down_el_042,train,False,False,False,False,-,lie_down+lying,2,lie_down:50/lying:31,81,,,
lie_down/lie_down_el_043,train,False,False,False,False,-,lie_down+lying,2,lie_down:41/lying:40,81,,,
lie_down/lie_down_el_044,train,True,False,False,True,uniform_lie_down,lie_down,1,lie_down:81,81,,,
lie_down/lie_down_el_045,train,False,False,False,False,-,lie_down+lying+stand_up,3,lie_down:60/lying:14/stand_up:7,81,,,
lie_down/lie_down_el_046,train,False,False,False,False,-,lie_down+lying,2,lie_down:23/lying:58,81,,,
lie_down/lie_down_el_047,test,True,False,False,True,uniform_lie_down,lie_down,1,lie_down:81,81,32.0,47.0,1.0
lie_down/lie_down_el_048,test,False,False,False,False,-,lie_down+lying,2,lie_down:51/lying:30,81,0.0,0.0,80.0
lie_down/lie_down_el_049,train,True,False,False,True,uniform_lie_down,lie_down,1,lie_down:81,81,,,
lie_down/lie_down_el_050,train,False,False,False,False,-,lie_down+lying,2,lie_down:28/lying:53,81,,,
lie_down/lie_down_el_051,train,False,False,False,False,-,lie_down+lying,2,lie_down:38/lying:43,81,,,
lie_down/lie_down_el_052,train,False,False,False,False,-,lie_down+lying,2,lie_down:31/lying:50,81,,,
lie_down/lie_down_el_053,train,False,False,False,False,-,lie_down+lying,2,lie_down:52/lying:29,81,,,
lie_down/lie_down_el_054,val,False,False,False,False,-,lie_down+lying,2,lie_down:33/lying:48,81,,,
lie_down/lie_down_el_055,train,False,False,False,False,-,lie_down+lying,2,lie_down:66/lying:15,81,,,
lie_down/lie_down_el_056,val,False,False,False,False,-,lie_down+lying,2,lie_down:47/lying:34,81,,,
lie_down/lie_down_el_057,train,False,False,False,False,-,lie_down+lying,2,lie_down:50/lying:31,81,,,
lie_down/lie_down_el_058,train,False,False,False,False,-,lie_down+lying,2,lie_down:33/lying:48,81,,,
lie_down/lie_down_el_059,val,False,False,False,False,-,lie_down+lying,2,lie_down:38/lying:43,81,,,
lie_down/lie_down_el_060,train,False,False,False,False,-,lie_down+lying,2,lie_down:43/lying:38,81,,,
lie_down/lie_down_el_061,train,False,False,False,False,-,lie_down+lying,2,lie_down:33/lying:48,81,,,
lie_down/lie_down_el_062,train,False,False,False,False,-,lie_down+lying,2,lie_down:37/lying:44,81,,,
lie_down/lie_down_el_063,test,False,False,False,False,-,lie_down+lying,2,lie_down:57/lying:24,81,0.0,0.0,80.0
lie_down/lie_down_el_064,train,False,False,False,False,-,lie_down+lying,2,lie_down:53/lying:28,81,,,
lie_down/lie_down_el_065,test,False,False,False,False,-,lie_down+lying,2,lie_down:46/lying:35,81,0.0,0.0,80.0
lie_down/lie_down_el_066,train,False,False,False,False,-,lie_down+lying,2,lie_down:58/lying:23,81,,,
lie_down/lie_down_el_067,train,True,False,False,True,uniform_lie_down,lie_down,1,lie_down:81,81,,,
lie_down/lie_down_el_068,train,True,False,False,True,uniform_lie_down,lie_down,1,lie_down:81,81,,,
lie_down/lie_down_el_069,train,False,False,False,False,-,sit_down+lie_down+lying,3,sit_down:20/lie_down:49/lying:12,81,,,
lie_down/lie_down_el_070,train,True,False,False,True,uniform_lie_down,lie_down,1,lie_down:81,81,,,
lie_down/lie_down_el_071,train,True,False,False,True,uniform_lie_down,lie_down,1,lie_down:81,81,,,
lie_down/lie_down_el_072,train,False,False,False,False,-,lie_down+lying,2,lie_down:52/lying:29,81,,,
lie_down/lie_down_el_073,train,False,False,False,False,-,lie_down+lying,2,lie_down:36/lying:45,81,,,
lie_down/lie_down_el_074,train,False,False,False,False,-,lie_down+lying,2,lie_down:43/lying:38,81,,,
lie_down/lie_down_el_075,train,False,False,False,False,-,lie_down+lying,2,lie_down:27/lying:54,81,,,
lie_down/lie_down_el_076,train,True,False,False,True,uniform_lie_down,lie_down,1,lie_down:81,81,,,
lie_down/lie_down_el_077,train,False,False,False,False,-,lie_down+lying,2,lie_down:64/lying:17,81,,,
lie_down/lie_down_el_078,test,False,False,False,False,-,lie_down+lying,2,lie_down:56/lying:25,81,19.0,32.0,29.0
lie_down/lie_down_el_079,train,False,False,False,False,-,lie_down+lying,2,lie_down:34/lying:47,81,,,
lie_down/lie_down_el_080,train,False,False,False,False,-,lie_down+lying,2,lie_down:61/lying:20,81,,,
lie_down/lie_down_el_081,train,False,False,False,False,-,sit_down+lie_down,2,sit_down:64/lie_down:17,81,,,
lie_down/lie_down_el_082,train,False,False,False,False,-,lie_down+lying,2,lie_down:58/lying:23,81,,,
lie_down/lie_down_el_083,train,False,False,False,False,-,lie_down+lying,2,lie_down:47/lying:34,81,,,
